sampledate,EpiTemp,HypoTemp,Strat,Therm,EpiV,HypV,Discharge,PLoad,ObsPepi,MM_Pepi
2003-05-13,12.3624181855644,9.17782556737783,True,11.315217788735891,350633092.87718403,153606510.32281598,879684.6240000001,407575.5163321508,0.068,0.12978923700188086
2003-06-09,19.2792979648105,9.19894656147986,True,10.706885778078064,336413536.066944,167826067.13305604,433574.3807999999,170480.74571036926,0.039,0.07674438885666486
2003-06-23,23.6394226269521,9.20058487907371,True,10.395954793086002,329137358.592768,175102244.60723203,301123.5264,106262.73144330046,0.028,0.05114323439764202
2003-07-07,27.6201480732798,9.2076756726578,True,5.67684392306322,205205348.91827202,299034254.281728,223809.3504,89815.04158880735,0.023,0.031681980556920085
2003-07-24,24.9774838012752,9.21093942792009,True,6.169246274804364,219334142.599936,284905460.60006404,225091.35360000003,78699.29205115009,0.023,0.026662541524513445
2003-08-04,25.6856975670464,9.21461284892385,True,6.554183970054574,230407244.28620803,273832358.913792,268338.78719999996,80445.93368535934,0.02,0.025858620097398498
2003-08-18,26.5028421076396,9.21700762619403,True,6.870279557492266,238712070.55091208,265527532.64908797,53406.432,11959.10699887872,0.02,0.020088574853851866
2003-09-02,25.0192507716888,9.22019699540273,True,7.259773289358405,249528010.03955206,254711593.16044798,31450.5504,5526.456359423039,0.013,0.017644081215146202
2003-09-29,16.2737166535998,9.24337334677125,True,9.861775212774225,316919633.00723195,187319970.19276807,96652.22400000002,15652.493860204802,0.046,0.04301480449246308
2003-10-27,11.901156965083,9.38075297240173,True,12.931495876672477,386439147.10041606,117800456.09958398,59786.03520000001,7944.41270504448,0.129,0.05195924224254655
2003-11-25,7.09945928849305,7.09945928849305,False,1.0,56777379.32032001,447462223.87968004,686527.3152000001,162804.96390952513,0.122,0.08088660609749397
2004-02-03,1.65321556650143,1.65321556650143,False,1.0,56777379.32032001,447462223.87968004,348093.33119999996,42815.30891163264,0.103,0.07433426508354135
2004-03-29,3.98724169725405,3.98724169725405,False,1.0,56777379.32032001,447462223.87968004,633950.8416,213808.42287404928,0.154,0.08175597607771941
2004-04-12,6.11550328095492,6.00983976321572,False,1.0,56777379.32032001,447462223.87968004,662728.0032,185090.46046011936,0.091,0.08089019613541888
2004-04-28,9.68587058193454,9.55556982895838,False,1.0,56777379.32032001,447462223.87968004,651556.0512,217239.97841213472,0.068,0.08071873811751352
2004-05-10,12.4866811939564,11.6985293002938,False,1.0,56777379.32032001,447462223.87968004,655957.2672,245030.6903526432,0.081,0.08014828715196701
2004-05-24,19.4036117380178,12.5020985017065,True,4.628243553546705,173276897.24364805,330962705.956352,3199757.1264,1886568.495278066,0.071,0.07445526359141506
2004-06-07,20.9965198621593,12.5895882419711,True,4.806631288385413,179216839.76934403,325022763.430656,1899158.6592,827002.2799675354,0.075,0.08271868111999267
2004-06-21,23.7621186688809,12.6573848620763,True,4.989033258660217,185156782.29504,319082820.90496004,1971098.928,944215.5420196992,0.062,0.07498000251045468
2004-07-06,23.8402187320607,12.7219942647921,True,5.972828317705074,213797591.75680006,290442011.4432,1540652.4000000001,727120.2428938369,0.05,0.06820214443959126
2004-07-19,25.5143018148579,12.7552771173061,True,6.076941260468675,216565867.17836803,287673736.021632,927184.6656000001,359375.43896588165,0.03,0.05508343015445232
2004-08-03,26.0849325540031,12.7824823720231,True,6.1045655079247405,216565867.17836803,287673736.021632,811536.7104,290037.52245549316,0.023,0.03607467970792913
2004-08-16,21.883413706834,12.818979320414,True,7.412911916390623,252210564.72857606,252029038.47142398,606557.2895999999,182410.9181709984,0.037,0.04971597409123687
2004-09-07,23.3733649428312,12.8939938674764,True,7.2389755639583555,246845455.35052806,257394147.849472,179854.0416,42123.44891270304,0.02,0.028643790090876062
2004-10-05,16.0604637993851,13.0769608545463,True,12.737157222576563,382082516.9287681,122157086.27123196,215377.57439999998,31737.642016619517,0.069,0.09213074207245464
2004-11-03,12.4559170605833,12.4545194941335,False,1.0,56777379.32032001,447462223.87968004,217985.7312,40280.069097276486,0.124,0.1221250422199361
2005-01-31,1.41203658790786,1.41203658790786,False,1.0,56777379.32032001,447462223.87968004,505965.13920000003,67283.84526525505,0.118,0.10805688322755641
2005-04-15,6.19714385257878,5.99695288495391,False,1.0,56777379.32032001,447462223.87968004,623523.312,184449.75852150717,0.146,0.10739849048422291
2005-04-25,8.39051102803958,8.39051102803958,False,1.0,56777379.32032001,447462223.87968004,466778.8512,143813.9164875667,0.12,0.10684224501419784
2005-05-09,10.0083613783674,9.75934492855839,False,1.0,56777379.32032001,447462223.87968004,419379.03359999997,139823.84346822722,0.137,0.10510397702778936
2005-05-23,13.4135511597042,12.9284129293807,False,1.0,56777379.32032001,447462223.87968004,513172.9728,211831.76708579517,0.108,0.10404459724396131
2005-06-06,20.0246121229252,13.6401867927008,True,4.703680087800187,176246868.506496,327992734.69350404,519108.5664,205286.1874822915,0.082,0.0967231151392564
2005-06-20,23.643620949535,13.6435483229798,True,4.728336717099519,176246868.506496,327992734.69350404,213224.7456,78373.006735104,0.079,0.06596452895512503
2005-07-05,25.6092897985701,13.6476046758407,True,4.916937831091689,182186811.03219205,322052792.167808,108128.4768,36763.51213186273,0.052,0.0430730852896985
2005-07-18,28.3659790999833,13.6496746214733,True,4.922051319287114,182186811.03219205,322052792.167808,148728.96,41752.54121240448,0.047,0.02875019111875507
2005-08-01,26.6225673240278,13.6519536024531,True,5.954060402187279,213797591.75680006,290442011.4432,149466.9024,47061.579366768965,0.039,0.04134699082029156
2005-08-15,25.919356308587,13.6547213674311,True,6.124964015594642,216565867.17836803,287673736.021632,80959.30559999999,19936.94454013248,0.023,0.025402979066216472
2005-08-29,24.0772675602151,13.6578977678147,True,6.345072086136332,222102418.02150404,282137185.178496,56510.61119999999,11492.7430352256,0.029,0.020633624438305954
2005-09-26,20.9988148709182,13.6720391935523,True,7.965610129548295,268305892.86272004,235933710.33728,70327.3536,10773.691275340801,0.028,0.04185751990884311
2005-11-02,12.5435555078381,12.5435555078381,False,1.0,56777379.32032001,447462223.87968004,24527.491200000004,2424.48399077184,0.162,0.16128599900098908
2005-11-30,5.46976538622522,5.46976538622522,False,1.0,56777379.32032001,447462223.87968004,143223.8976,18283.01262087168,0.156,0.1546702214014648
2006-03-06,2.28516323465238,2.28516323465238,True,0.667845725943425,42822548.30176002,461417054.89824003,290440.944,48914.21537342208,0.148,0.12404821046129479
2006-04-04,3.95929142121479,3.95929142121479,False,1.0,56777379.32032001,447462223.87968004,725681.808,223024.62585162814,0.143,0.14568888504230437
2006-04-17,7.2864697865859,7.19945177035073,False,1.0,56777379.32032001,447462223.87968004,1051204.0032,364165.1396092598,0.136,0.14394171867695826
2006-05-02,10.2984572734247,10.2531663131021,False,1.0,56777379.32032001,447462223.87968004,937154.1023999999,368959.39103315515,0.114,0.14145586596401144
2006-05-15,12.4448647597052,11.4664091692439,False,1.0,56777379.32032001,447462223.87968004,911461.0752,371392.9280566386,0.12,0.13928163523011408
2006-05-30,20.9166656772579,11.6255329372709,True,4.322650448745229,164366983.45510405,339872619.744896,915954.7392000001,392957.59245942533,0.096,0.11419451700675344
